MANA = 12
HIT = 13
MOVE = 14
GOLD = 15
EXP = 16
AC = 17
HITROLL = 18
DAMROLL = 19
SAVING_PARA = 20
SAVING_ROD = 21
SAVING_PETRI = 22
SAVING_BREATH = 23
SAVING_SPELL = 24

[ Condition ]
Perfect = P
Good = G
Average = A
Worn = W
Damaged = D
Ruined = R

[ Directions ]
NORTH = 0
EAST = 1
SOUTH = 2
WEST = 3
UP = 4
DOWN =5

[ RoomFlags ]
DARK = A
NO_MOB = C
INDOORS = D
PRIVATE = J
SAFE = K
SOLITARY = L
PET_SHOP = M
NO_RECALL = N
IMP_ONLY = O
GODS_ONLY = P
HEROES_ONLY = Q
NEWBIES_ONLY = R
LAW = S

[ Terrain ]
INSIDE = 0
CITY = 1
FIELD = 2
FOREST = 3
HILLS = 4
MOUNTAIN = 5
WATER_SWIM = 6
WATER_NOSWIM = 7
UNUSED = 8
AIR = 9
DESERT = 10
MAX = 11

[ ObjType ]
LIGHT = 1
SCROLL = 2
WAND = 3
STAFF = 4
WEAPON = 5
TREASURE = 8
ARMOR = 9
POTION = 10
CLOTHING = 11
FURNITURE = 12
TRASH = 13
CONTAINER = 15
DRINK_CON = 17
KEY = 18
FOOD = 19
MONEY = 20
BOAT = 22
CORPSE_NPC = 23
CORPSE_PC = 24
FOUNTAIN = 25
PILL = 26
PROTECT = 27
MAP = 28
PORTAL = 29

[ Pos ]
SLEEPING = 4
RESTING = 5
SITTING = 6
STANDING = 8

[ Race ]
human = ""
elf = ""
dwarf = ""
giant = ""
drow = ""
power = ""
bat = ""
bear = ""
cat = ""
centipede = ""
dog = ""
doll = ""
fido = ""
fox = ""
goblin = ""
hobgoblin = ""
kobold = ""
lizard = ""
modron = ""
orc = ""
pig = ""
rabbit = ""
school monster = ""
snake = ""
song bird = ""
troll = ""
water fowl = ""
wolf = ""
wyvern = ""

[ DoorState ]
Open = 0
Closed and unlocked = 1
Closed and locked = 2

[ DoorType ]
Normal door = 1
Closed = 2
Locked = 4
Pick-proof = 32

[ WeaponClass ]
EXOTIC = 0
SWORD = 1
DAGGER = 2
SPEAR = 3
MACE = 4
AXE = 5
FLAIL = 6
WHIP = 7
POLEARM = 8

[ WeaponType ]
FLAMING = A
FROST = B
VAMPIRIC = C
SHARP = D
VORPAL = E
TWO_HANDS = F

[ ContFlags ]
CLOSEABLE = A
PICKPROOF = B
CLOSED = C
LOCKED = D

[ Liquids ]
water = 0
beer = 1
wine = 2
ale = 3
dark ale = 4
whiskey = 5
lemonade = 6
firebreather = 7
local specialty = 8
slime mold juice = 9
milk = 10
tea = 11
coffee = 12
blood = 13
salt water = 14
cola = 15

[ Spells ]
armor = 1
teleport = 2
bless = 3
blindness = 4
burning hands = 5
call lightning = 6
charm person = 7
chill touch = 8
colour spray = 10
control weather = 11
create food = 12
create water = 13
cure blindness = 14
cure critical = 15
cure light = 16
curse = 17
detect evil = 18
detect invis = 19
detect magic = 20
detect poison = 21
dispel evil = 22
earthquake = 23
enchant weapon = 24
energy drain = 25
fireball = 26
harm = 27
heal = 28
invis = 29
lightning bolt = 30
locate object = 31
magic missile = 32
poison = 33
protection evil = 34
remove curse = 35
sanctuary = 36
sleep = 38
giant strength = 39
summon = 40
ventriloquate = 41
word of recall = 42
cure poison = 43
detect hidden = 44
shocking grasp = 53
identify = 54
fly = 56
continual light = 57
know alignment = 58
dispel magic = 59
cure serious = 61
cause light = 62
cause critical = 63
cause serious = 64
flamestrike = 65
stone skin = 66
shield = 67
weaken = 68
mass invis = 69
acid blast = 70
faerie fire = 72
faerie fog = 73
pass door = 74
infravision = 77
create spring = 80
refresh = 81
change sex = 82
gate = 83
acid breath = 200
fire breath = 201
frost breath = 202
gas breath = 203
lightning breath = 204
general purpose = 401
high explosive = 402
chain lightning = 500
cure disease = 501
haste = 502
plague = 503
frenzy = 504
demonfire = 505
holy word = 506
cancellation = 507
mass healing = 508
calm = 509
enchant armor = 510

[ PortalTypes ]
No_cursed, no_recall = G
Random exit = H
Exit in v3 = I
Normal = J
Go with = K

[ E_Wear ]
NONE = -1
LIGHT = 0
FINGER_L = 1
FINGER_R = 2
NECK_1 = 3
NECK_2 = 4
BODY = 5
HEAD = 6
LEGS = 7
FEET = 8
HANDS = 9
ARMS = 10
SHIELD = 11
ABOUT = 12
WAIST = 13
WRIST_L = 14
WRIST_R = 15
WIELD = 16
HOLD = 17

[ ExitTypes ]
Normal door = A
Closed = B
Locked = C
Pick-proof = F

